test instance:16, number of pickup points: 40, number of delivery points: 100, number of orders: 200, number of riders: 100
nodes:
[no:1, type:'pickup point', x:0.834, y:1.197]
[no:121, pickup point: 2, delivery point: 74, distance: 4.033, earliest pickup time: 0.58, latest pick time: 0.77, pickup time: 0.12, earliest delivery time: 1.96, latest delivery time: 2.19, delivery time: 0.16]
[no:122, pickup point: 39, delivery point: 133, distance: 1.697, earliest pickup time: 0.58, latest pick time: 0.77, pickup time: 0.12, earliest delivery time: 1.34, latest delivery time: 1.58, delivery time: 0.16]
[no:123, pickup point: 19, delivery point: 66, distance: 3.041, earliest pickup time: 0.58, latest pick time: 0.77, pickup time: 0.13, earliest delivery time: 1.7, latest delivery time: 1.89, delivery time: 0.1]
[no:124, pickup point: 6, delivery point: 121, distance: 2.193, earliest pickup time: 0.58, latest pick time: 0.8, pickup time: 0.12, earliest delivery time: 1.51, latest delivery time: 1.75, delivery time: 0.12]
[no:125, pickup point: 5, delivery point: 63, distance: 2.435, earliest pickup time: 0.58, latest pick time: 0.81, pickup time: 0.17, earliest delivery time: 1.63, latest delivery time: 1.83, delivery time: 0.17]
[no:126, pickup point: 37, delivery point: 70, distance: 2.149, earliest pickup time: 0.59, latest pick time: 0.73, pickup time: 0.14, earliest delivery time: 1.45, latest delivery time: 1.65, delivery time: 0.19]
[no:127, pickup point: 22, delivery point: 117, distance: 0.845, earliest pickup time: 0.59, latest pick time: 0.73, pickup time: 0.16, earliest delivery time: 1.11, latest delivery time: 1.21, delivery time: 0.15]
[no:128, pickup point: 35, delivery point: 46, distance: 3.53, earliest pickup time: 0.59, latest pick time: 0.81, pickup time: 0.12, earliest delivery time: 1.87, latest delivery time: 2.01, delivery time: 0.19]
[no:129, pickup point: 7, delivery point: 87, distance: 2.573, earliest pickup time: 0.59, latest pick time: 0.82, pickup time: 0.16, earliest delivery time: 1.66, latest delivery time: 1.9, delivery time: 0.14]
[no:130, pickup point: 4, delivery point: 69, distance: 2.162, earliest pickup time: 0.6, latest pick time: 0.75, pickup time: 0.16, earliest delivery time: 1.49, latest delivery time: 1.67, delivery time: 0.11]
[no:131, pickup point: 10, delivery point: 103, distance: 6.751, earliest pickup time: 0.6, latest pick time: 0.78, pickup time: 0.16, earliest delivery time: 2.74, latest delivery time: 2.89, delivery time: 0.11]
[no:132, pickup point: 15, delivery point: 58, distance: 2.756, earliest pickup time: 0.61, latest pick time: 0.72, pickup time: 0.17, earliest delivery time: 1.63, latest delivery time: 1.78, delivery time: 0.11]
[no:133, pickup point: 31, delivery point: 83, distance: 3.569, earliest pickup time: 0.61, latest pick time: 0.72, pickup time: 0.18, earliest delivery time: 1.85, latest delivery time: 1.97, delivery time: 0.2]
[no:134, pickup point: 27, delivery point: 127, distance: 2.669, earliest pickup time: 0.61, latest pick time: 0.84, pickup time: 0.11, earliest delivery time: 1.66, latest delivery time: 1.85, delivery time: 0.1]
[no:135, pickup point: 3, delivery point: 52, distance: 5.212, earliest pickup time: 0.61, latest pick time: 0.85, pickup time: 0.17, earliest delivery time: 2.41, latest delivery time: 2.57, delivery time: 0.17]
[no:136, pickup point: 38, delivery point: 56, distance: 6.114, earliest pickup time: 0.62, latest pick time: 0.75, pickup time: 0.19, earliest delivery time: 2.58, latest delivery time: 2.72, delivery time: 0.11]
[no:137, pickup point: 15, delivery point: 55, distance: 3.869, earliest pickup time: 0.62, latest pick time: 0.8, pickup time: 0.18, earliest delivery time: 2.0, latest delivery time: 2.15, delivery time: 0.13]
[no:138, pickup point: 37, delivery point: 121, distance: 5.314, earliest pickup time: 0.63, latest pick time: 0.77, pickup time: 0.19, earliest delivery time: 2.38, latest delivery time: 2.54, delivery time: 0.16]
[no:139, pickup point: 25, delivery point: 72, distance: 2.318, earliest pickup time: 0.64, latest pick time: 0.8, pickup time: 0.11, earliest delivery time: 1.53, latest delivery time: 1.72, delivery time: 0.12]
[no:140, pickup point: 29, delivery point: 52, distance: 4.185, earliest pickup time: 0.64, latest pick time: 0.82, pickup time: 0.19, earliest delivery time: 2.13, latest delivery time: 2.29, delivery time: 0.1]
[no:141, pickup point: 2, delivery point: 130, distance: 3.741, earliest pickup time: 0.65, latest pick time: 0.79, pickup time: 0.2, earliest delivery time: 1.99, latest delivery time: 2.22, delivery time: 0.11]
[no:142, pickup point: 40, delivery point: 102, distance: 1.478, earliest pickup time: 0.65, latest pick time: 0.82, pickup time: 0.12, earliest delivery time: 1.34, latest delivery time: 1.47, delivery time: 0.17]
[no:143, pickup point: 30, delivery point: 119, distance: 11.105, earliest pickup time: 0.66, latest pick time: 0.78, pickup time: 0.15, earliest delivery time: 3.9, latest delivery time: 4.03, delivery time: 0.14]
[no:144, pickup point: 23, delivery point: 67, distance: 4.157, earliest pickup time: 0.66, latest pick time: 0.87, pickup time: 0.1, earliest delivery time: 2.09, latest delivery time: 2.32, delivery time: 0.16]
[no:145, pickup point: 20, delivery point: 118, distance: 2.008, earliest pickup time: 0.67, latest pick time: 0.86, pickup time: 0.17, earliest delivery time: 1.57, latest delivery time: 1.76, delivery time: 0.18]
[no:146, pickup point: 21, delivery point: 46, distance: 4.131, earliest pickup time: 0.67, latest pick time: 0.91, pickup time: 0.13, earliest delivery time: 2.14, latest delivery time: 2.38, delivery time: 0.13]
[no:147, pickup point: 14, delivery point: 120, distance: 7.518, earliest pickup time: 0.68, latest pick time: 0.86, pickup time: 0.14, earliest delivery time: 3.01, latest delivery time: 3.23, delivery time: 0.13]
[no:148, pickup point: 34, delivery point: 137, distance: 9.749, earliest pickup time: 0.68, latest pick time: 0.93, pickup time: 0.18, earliest delivery time: 3.71, latest delivery time: 3.84, delivery time: 0.18]
[no:149, pickup point: 17, delivery point: 90, distance: 3.636, earliest pickup time: 0.69, latest pick time: 0.79, pickup time: 0.13, earliest delivery time: 1.89, latest delivery time: 2.07, delivery time: 0.12]
[no:150, pickup point: 14, delivery point: 108, distance: 4.412, earliest pickup time: 0.69, latest pick time: 0.89, pickup time: 0.13, earliest delivery time: 2.19, latest delivery time: 2.33, delivery time: 0.15]
[no:151, pickup point: 28, delivery point: 65, distance: 2.166, earliest pickup time: 0.69, latest pick time: 0.91, pickup time: 0.16, earliest delivery time: 1.65, latest delivery time: 1.81, delivery time: 0.13]
[no:152, pickup point: 39, delivery point: 84, distance: 2.076, earliest pickup time: 0.7, latest pick time: 0.89, pickup time: 0.19, earliest delivery time: 1.63, latest delivery time: 1.8, delivery time: 0.16]
[no:153, pickup point: 4, delivery point: 128, distance: 6.394, earliest pickup time: 0.71, latest pick time: 0.83, pickup time: 0.19, earliest delivery time: 2.72, latest delivery time: 2.83, delivery time: 0.19]
[no:154, pickup point: 19, delivery point: 67, distance: 4.354, earliest pickup time: 0.73, latest pick time: 0.84, pickup time: 0.13, earliest delivery time: 2.13, latest delivery time: 2.28, delivery time: 0.12]
[no:155, pickup point: 12, delivery point: 64, distance: 10.778, earliest pickup time: 0.73, latest pick time: 0.87, pickup time: 0.2, earliest delivery time: 3.95, latest delivery time: 4.09, delivery time: 0.2]
[no:156, pickup point: 37, delivery point: 138, distance: 2.543, earliest pickup time: 0.73, latest pick time: 0.92, pickup time: 0.16, earliest delivery time: 1.76, latest delivery time: 2.01, delivery time: 0.13]
[no:157, pickup point: 34, delivery point: 103, distance: 4.608, earliest pickup time: 0.74, latest pick time: 0.84, pickup time: 0.11, earliest delivery time: 2.18, latest delivery time: 2.42, delivery time: 0.17]
[no:158, pickup point: 25, delivery point: 57, distance: 4.898, earliest pickup time: 0.74, latest pick time: 0.9, pickup time: 0.12, earliest delivery time: 2.33, latest delivery time: 2.54, delivery time: 0.12]
[no:159, pickup point: 27, delivery point: 105, distance: 6.39, earliest pickup time: 0.74, latest pick time: 0.98, pickup time: 0.11, earliest delivery time: 2.8, latest delivery time: 2.94, delivery time: 0.14]
[no:160, pickup point: 9, delivery point: 135, distance: 8.766, earliest pickup time: 0.75, latest pick time: 0.92, pickup time: 0.19, earliest delivery time: 3.44, latest delivery time: 3.68, delivery time: 0.11]
[no:161, pickup point: 38, delivery point: 47, distance: 2.937, earliest pickup time: 0.75, latest pick time: 0.99, pickup time: 0.11, earliest delivery time: 1.88, latest delivery time: 2.09, delivery time: 0.11]
[no:162, pickup point: 4, delivery point: 100, distance: 9.669, earliest pickup time: 0.76, latest pick time: 0.86, pickup time: 0.13, earliest delivery time: 3.57, latest delivery time: 3.73, delivery time: 0.14]
[no:163, pickup point: 19, delivery point: 55, distance: 4.442, earliest pickup time: 0.76, latest pick time: 0.94, pickup time: 0.13, earliest delivery time: 2.26, latest delivery time: 2.36, delivery time: 0.16]
[no:164, pickup point: 9, delivery point: 115, distance: 7.467, earliest pickup time: 0.76, latest pick time: 0.95, pickup time: 0.1, earliest delivery time: 3.04, latest delivery time: 3.15, delivery time: 0.19]
[no:165, pickup point: 2, delivery point: 61, distance: 2.262, earliest pickup time: 0.76, latest pick time: 0.99, pickup time: 0.18, earliest delivery time: 1.78, latest delivery time: 2.03, delivery time: 0.18]
[no:166, pickup point: 14, delivery point: 43, distance: 6.482, earliest pickup time: 0.77, latest pick time: 1.01, pickup time: 0.17, earliest delivery time: 2.9, latest delivery time: 3.03, delivery time: 0.19]
[no:167, pickup point: 17, delivery point: 96, distance: 4.023, earliest pickup time: 0.78, latest pick time: 0.92, pickup time: 0.1, earliest delivery time: 2.1, latest delivery time: 2.26, delivery time: 0.15]
[no:168, pickup point: 20, delivery point: 121, distance: 3.861, earliest pickup time: 0.78, latest pick time: 0.96, pickup time: 0.14, earliest delivery time: 2.13, latest delivery time: 2.38, delivery time: 0.19]
[no:169, pickup point: 22, delivery point: 51, distance: 5.305, earliest pickup time: 0.78, latest pick time: 0.96, pickup time: 0.15, earliest delivery time: 2.52, latest delivery time: 2.65, delivery time: 0.11]
[no:170, pickup point: 29, delivery point: 132, distance: 2.222, earliest pickup time: 0.8, latest pick time: 0.93, pickup time: 0.18, earliest delivery time: 1.7, latest delivery time: 1.9, delivery time: 0.18]
[no:171, pickup point: 24, delivery point: 127, distance: 5.392, earliest pickup time: 0.8, latest pick time: 0.95, pickup time: 0.11, earliest delivery time: 2.5, latest delivery time: 2.65, delivery time: 0.2]
[no:172, pickup point: 32, delivery point: 110, distance: 10.157, earliest pickup time: 0.81, latest pick time: 0.96, pickup time: 0.11, earliest delivery time: 3.77, latest delivery time: 3.99, delivery time: 0.18]
[no:173, pickup point: 3, delivery point: 119, distance: 9.167, earliest pickup time: 0.81, latest pick time: 1.0, pickup time: 0.16, earliest delivery time: 3.61, latest delivery time: 3.81, delivery time: 0.14]
[no:174, pickup point: 32, delivery point: 114, distance: 4.921, earliest pickup time: 0.83, latest pick time: 0.96, pickup time: 0.11, earliest delivery time: 2.39, latest delivery time: 2.5, delivery time: 0.18]
[no:175, pickup point: 32, delivery point: 53, distance: 2.576, earliest pickup time: 0.83, latest pick time: 0.99, pickup time: 0.2, earliest delivery time: 1.87, latest delivery time: 2.1, delivery time: 0.11]
[no:176, pickup point: 35, delivery point: 53, distance: 0.941, earliest pickup time: 0.83, latest pick time: 1.03, pickup time: 0.15, earliest delivery time: 1.43, latest delivery time: 1.58, delivery time: 0.19]
[no:177, pickup point: 11, delivery point: 118, distance: 0.941, earliest pickup time: 0.84, latest pick time: 0.95, pickup time: 0.18, earliest delivery time: 1.38, latest delivery time: 1.6, delivery time: 0.15]
[no:178, pickup point: 27, delivery point: 82, distance: 5.094, earliest pickup time: 0.84, latest pick time: 0.97, pickup time: 0.1, earliest delivery time: 2.43, latest delivery time: 2.54, delivery time: 0.18]
[no:179, pickup point: 40, delivery point: 41, distance: 1.939, earliest pickup time: 0.84, latest pick time: 0.99, pickup time: 0.16, earliest delivery time: 1.67, latest delivery time: 1.92, delivery time: 0.12]
[no:180, pickup point: 6, delivery point: 47, distance: 4.53, earliest pickup time: 0.84, latest pick time: 1.05, pickup time: 0.1, earliest delivery time: 2.36, latest delivery time: 2.61, delivery time: 0.11]
[no:181, pickup point: 11, delivery point: 56, distance: 3.386, earliest pickup time: 0.84, latest pick time: 1.06, pickup time: 0.17, earliest delivery time: 2.13, latest delivery time: 2.31, delivery time: 0.11]
[no:182, pickup point: 9, delivery point: 92, distance: 2.124, earliest pickup time: 0.85, latest pick time: 1.07, pickup time: 0.13, earliest delivery time: 1.76, latest delivery time: 1.92, delivery time: 0.16]
[no:183, pickup point: 39, delivery point: 122, distance: 3.282, earliest pickup time: 0.85, latest pick time: 1.1, pickup time: 0.18, earliest delivery time: 2.16, latest delivery time: 2.36, delivery time: 0.17]
[no:184, pickup point: 21, delivery point: 112, distance: 3.576, earliest pickup time: 0.87, latest pick time: 0.99, pickup time: 0.1, earliest delivery time: 2.05, latest delivery time: 2.2, delivery time: 0.15]
[no:185, pickup point: 31, delivery point: 113, distance: 8.387, earliest pickup time: 0.87, latest pick time: 1.03, pickup time: 0.14, earliest delivery time: 3.41, latest delivery time: 3.65, delivery time: 0.2]
[no:186, pickup point: 11, delivery point: 45, distance: 8.499, earliest pickup time: 0.87, latest pick time: 1.03, pickup time: 0.19, earliest delivery time: 3.49, latest delivery time: 3.64, delivery time: 0.1]
[no:187, pickup point: 36, delivery point: 77, distance: 4.534, earliest pickup time: 0.87, latest pick time: 1.05, pickup time: 0.17, earliest delivery time: 2.43, latest delivery time: 2.54, delivery time: 0.13]
[no:188, pickup point: 36, delivery point: 127, distance: 3.683, earliest pickup time: 0.87, latest pick time: 1.08, pickup time: 0.19, earliest delivery time: 2.26, latest delivery time: 2.44, delivery time: 0.19]
[no:189, pickup point: 40, delivery point: 97, distance: 3.53, earliest pickup time: 0.87, latest pick time: 1.09, pickup time: 0.11, earliest delivery time: 2.14, latest delivery time: 2.34, delivery time: 0.12]
[no:190, pickup point: 19, delivery point: 100, distance: 5.061, earliest pickup time: 0.88, latest pick time: 0.98, pickup time: 0.18, earliest delivery time: 2.51, latest delivery time: 2.75, delivery time: 0.18]
[no:191, pickup point: 33, delivery point: 119, distance: 8.36, earliest pickup time: 0.89, latest pick time: 1.13, pickup time: 0.15, earliest delivery time: 3.52, latest delivery time: 3.71, delivery time: 0.15]
[no:192, pickup point: 18, delivery point: 79, distance: 5.513, earliest pickup time: 0.9, latest pick time: 1.09, pickup time: 0.18, earliest delivery time: 2.74, latest delivery time: 2.99, delivery time: 0.11]
[no:193, pickup point: 10, delivery point: 54, distance: 4.108, earliest pickup time: 0.9, latest pick time: 1.14, pickup time: 0.2, earliest delivery time: 2.43, latest delivery time: 2.56, delivery time: 0.2]
[no:194, pickup point: 9, delivery point: 75, distance: 10.481, earliest pickup time: 0.91, latest pick time: 1.06, pickup time: 0.12, earliest delivery time: 3.97, latest delivery time: 4.22, delivery time: 0.2]
[no:195, pickup point: 37, delivery point: 67, distance: 2.934, earliest pickup time: 0.91, latest pick time: 1.14, pickup time: 0.19, earliest delivery time: 2.11, latest delivery time: 2.36, delivery time: 0.19]
[no:196, pickup point: 33, delivery point: 59, distance: 4.232, earliest pickup time: 0.92, latest pick time: 1.06, pickup time: 0.16, earliest delivery time: 2.35, latest delivery time: 2.52, delivery time: 0.12]
[no:197, pickup point: 2, delivery point: 71, distance: 2.765, earliest pickup time: 0.92, latest pick time: 1.08, pickup time: 0.16, earliest delivery time: 1.98, latest delivery time: 2.18, delivery time: 0.12]
[no:198, pickup point: 7, delivery point: 54, distance: 7.638, earliest pickup time: 0.92, latest pick time: 1.12, pickup time: 0.2, earliest delivery time: 3.36, latest delivery time: 3.53, delivery time: 0.14]
[no:199, pickup point: 28, delivery point: 72, distance: 2.035, earliest pickup time: 0.92, latest pick time: 1.14, pickup time: 0.12, earliest delivery time: 1.8, latest delivery time: 1.92, delivery time: 0.15]
[no:200, pickup point: 15, delivery point: 132, distance: 1.444, earliest pickup time: 0.92, latest pick time: 1.15, pickup time: 0.14, earliest delivery time: 1.68, latest delivery time: 1.82, delivery time: 0.14]
riders: 
[no:1, speed: 18.017, capacity: 7, x: 6.793, y:1.145]
[no:2, speed: 19.517, capacity: 6, x: 9.119, y:1.792]
[no:3, speed: 18.418, capacity: 7, x: 5.666, y:6.936]
[no:4, speed: 15.021, capacity: 4, x: 7.099, y:7.356]
[no:5, speed: 17.4, capacity: 5, x: 4.686, y:7.089]
[no:6, speed: 18.633, capacity: 8, x: 2.749, y:3.574]
[no:7, speed: 16.887, capacity: 6, x: 9.204, y:2.617]
[no:8, speed: 18.117, capacity: 7, x: 8.884, y:9.724]
[no:9, speed: 17.299, capacity: 6, x: 1.874, y:2.894]
[no:10, speed: 16.728, capacity: 8, x: 4.404, y:5.798]
[no:11, speed: 18.865, capacity: 8, x: 2.962, y:4.39]
[no:12, speed: 16.654, capacity: 8, x: 3.262, y:4.525]
[no:13, speed: 15.991, capacity: 7, x: 4.448, y:2.856]
[no:14, speed: 18.266, capacity: 5, x: 5.493, y:8.425]
[no:15, speed: 15.494, capacity: 8, x: 5.122, y:7.754]
[no:16, speed: 16.588, capacity: 4, x: 8.815, y:1.929]
[no:17, speed: 15.734, capacity: 6, x: 6.42, y:0.221]
[no:18, speed: 17.677, capacity: 6, x: 1.757, y:1.127]
[no:19, speed: 19.963, capacity: 6, x: 1.216, y:8.341]
[no:20, speed: 18.822, capacity: 5, x: 1.797, y:6.154]
[no:21, speed: 18.432, capacity: 5, x: 0.306, y:6.039]
[no:22, speed: 17.76, capacity: 4, x: 4.492, y:3.775]
[no:23, speed: 15.055, capacity: 5, x: 3.795, y:4.366]
[no:24, speed: 17.306, capacity: 5, x: 2.066, y:0.2]
[no:25, speed: 15.692, capacity: 8, x: 7.135, y:6.473]
[no:26, speed: 18.105, capacity: 4, x: 2.439, y:6.662]
[no:27, speed: 16.338, capacity: 8, x: 4.016, y:0.062]
[no:28, speed: 18.404, capacity: 6, x: 2.177, y:2.809]
[no:29, speed: 15.778, capacity: 6, x: 0.863, y:3.602]
[no:30, speed: 16.036, capacity: 4, x: 9.331, y:5.445]
[no:31, speed: 18.505, capacity: 4, x: 0.139, y:5.095]
[no:32, speed: 19.036, capacity: 7, x: 4.645, y:2.647]
[no:33, speed: 19.954, capacity: 8, x: 2.204, y:4.692]
[no:34, speed: 17.567, capacity: 6, x: 2.113, y:5.823]
[no:35, speed: 17.351, capacity: 8, x: 7.939, y:4.939]
[no:36, speed: 16.081, capacity: 7, x: 2.36, y:4.718]
[no:37, speed: 15.727, capacity: 8, x: 6.874, y:4.943]
[no:38, speed: 15.887, capacity: 7, x: 4.819, y:2.935]
[no:39, speed: 19.902, capacity: 4, x: 8.035, y:7.249]
[no:40, speed: 19.561, capacity: 7, x: 7.183, y:3.998]
[no:41, speed: 19.484, capacity: 5, x: 3.251, y:8.719]
[no:42, speed: 19.859, capacity: 6, x: 3.116, y:0.488]
[no:43, speed: 15.186, capacity: 7, x: 5.131, y:9.195]
[no:44, speed: 17.082, capacity: 6, x: 1.688, y:1.307]
[no:45, speed: 16.018, capacity: 7, x: 4.45, y:4.247]
[no:46, speed: 15.038, capacity: 6, x: 4.515, y:4.604]
[no:47, speed: 18.144, capacity: 4, x: 4.169, y:0.779]
[no:48, speed: 17.056, capacity: 6, x: 9.083, y:6.391]
[no:49, speed: 17.459, capacity: 7, x: 9.806, y:6.798]
[no:50, speed: 19.71, capacity: 8, x: 9.236, y:7.406]
[no:51, speed: 19.194, capacity: 5, x: 8.4, y:9.125]
[no:52, speed: 18.183, capacity: 5, x: 6.287, y:3.247]
[no:53, speed: 19.087, capacity: 5, x: 0.778, y:5.341]
[no:54, speed: 18.452, capacity: 8, x: 6.753, y:5.322]
[no:55, speed: 16.932, capacity: 6, x: 4.367, y:8.753]
[no:56, speed: 17.71, capacity: 7, x: 5.172, y:2.662]
[no:57, speed: 19.55, capacity: 4, x: 6.264, y:7.677]
[no:58, speed: 15.711, capacity: 5, x: 2.986, y:7.116]
[no:59, speed: 16.483, capacity: 4, x: 8.802, y:2.819]
[no:60, speed: 15.954, capacity: 7, x: 6.969, y:6.989]
[no:61, speed: 17.969, capacity: 8, x: 2.33, y:9.047]
[no:62, speed: 16.897, capacity: 8, x: 3.169, y:6.648]
[no:63, speed: 15.99, capacity: 5, x: 2.437, y:0.341]
[no:64, speed: 19.599, capacity: 8, x: 4.845, y:2.139]
[no:65, speed: 15.445, capacity: 8, x: 1.352, y:9.216]
[no:66, speed: 19.504, capacity: 5, x: 5.379, y:5.359]
[no:67, speed: 18.757, capacity: 5, x: 5.73, y:4.395]
[no:68, speed: 16.256, capacity: 4, x: 9.631, y:1.81]
[no:69, speed: 18.453, capacity: 4, x: 5.576, y:3.036]
[no:70, speed: 16.746, capacity: 5, x: 9.725, y:9.486]
[no:71, speed: 18.527, capacity: 5, x: 1.504, y:6.29]
[no:72, speed: 17.803, capacity: 8, x: 3.726, y:8.932]
[no:73, speed: 16.634, capacity: 8, x: 0.087, y:9.485]
[no:74, speed: 16.213, capacity: 6, x: 8.206, y:6.998]
[no:75, speed: 15.411, capacity: 7, x: 9.5, y:0.722]
[no:76, speed: 19.985, capacity: 6, x: 8.157, y:9.35]
[no:77, speed: 17.484, capacity: 5, x: 0.198, y:4.18]
[no:78, speed: 16.046, capacity: 5, x: 0.233, y:9.26]
[no:79, speed: 19.956, capacity: 4, x: 7.847, y:6.902]
[no:80, speed: 15.786, capacity: 8, x: 7.808, y:2.723]
[no:81, speed: 15.431, capacity: 4, x: 8.245, y:0.371]
[no:82, speed: 16.133, capacity: 6, x: 8.809, y:2.43]
[no:83, speed: 17.866, capacity: 6, x: 6.441, y:0.656]
[no:84, speed: 15.075, capacity: 7, x: 9.814, y:5.656]
[no:85, speed: 17.815, capacity: 6, x: 4.804, y:3.407]
[no:86, speed: 16.821, capacity: 7, x: 2.383, y:3.573]
[no:87, speed: 17.857, capacity: 8, x: 7.241, y:2.513]
[no:88, speed: 18.012, capacity: 4, x: 0.111, y:2.058]
[no:89, speed: 15.256, capacity: 4, x: 9.317, y:3.682]
[no:90, speed: 17.657, capacity: 5, x: 7.358, y:6.508]
[no:91, speed: 15.165, capacity: 7, x: 6.481, y:6.759]
[no:92, speed: 19.738, capacity: 8, x: 3.16, y:5.722]
[no:93, speed: 18.916, capacity: 6, x: 5.137, y:3.054]
[no:94, speed: 18.635, capacity: 5, x: 6.269, y:2.377]
[no:95, speed: 18.195, capacity: 6, x: 3.791, y:6.474]
[no:96, speed: 18.819, capacity: 6, x: 9.827, y:0.139]
[no:97, speed: 17.162, capacity: 4, x: 3.979, y:9.747]
[no:98, speed: 16.471, capacity: 4, x: 6.625, y:9.949]
[no:99, speed: 15.812, capacity: 7, x: 3.236, y:9.538]
[no:100, speed: 16.968, capacity: 7, x: 8.437, y:0.53]
------------------------------------------------------------
test instance:19, number of pickup points: 40, number of delivery points: 100, number of orders: 200, number of riders: 100
nodes:
[no:1, type:'pickup point', x:0.635, y:5.524]
[no:2, type:'pickup point', x:8.322, y:1.423]
[no:3, type:'pickup point', x:2.68, y:6.669]
[no:4, type:'pickup point', x:7.091, y:6.223]
[no:5, type:'pickup point', x:8.633, y:8.7]
[no:6, type:'pickup point', x:5.252, y:1.564]
[no:7, type:'pickup point', x:7.675, y:2.102]
[no:8, type:'pickup point', x:2.578, y:2.124]
[no:9, type:'pickup point', x:3.049, y:6.498]
[no:10, type:'pickup point', x:0.986, y:7.068]
[no:11, type:'pickup point', x:9.578, y:7.445]
[no:12, type:'pickup point', x:8.415, y:9.853]
[no:13, type:'pickup point', x:7.61, y:1.207]
[no:14, type:'pickup point', x:4.383, y:1.58]
[no:15, type:'pickup point', x:7.261, y:7.874]
[no:16, type:'pickup point', x:0.984, y:8.95]
[no:17, type:'pickup point', x:3.536, y:4.688]
[no:18, type:'pickup point', x:4.942, y:0.819]
[no:19, type:'pickup point', x:2.474, y:8.234]
[no:20, type:'pickup point', x:6.078, y:0.513]
[no:21, type:'pickup point', x:0.802, y:6.276]
[no:22, type:'pickup point', x:5.022, y:4.628]
[no:23, type:'pickup point', x:6.751, y:7.455]
[no:24, type:'pickup point', x:8.337, y:2.841]
[no:25, type:'pickup point', x:7.662, y:9.804]
[no:26, type:'pickup point', x:2.365, y:7.454]
[no:27, type:'pickup point', x:0.821, y:7.093]
[no:28, type:'pickup point', x:8.037, y:5.808]
[no:29, type:'pickup point', x:7.53, y:5.391]
[no:30, type:'pickup point', x:7.649, y:3.517]
[no:31, type:'pickup point', x:6.872, y:0.906]
[no:32, type:'pickup point', x:1.209, y:1.535]
[no:33, type:'pickup point', x:4.837, y:4.163]
[no:34, type:'pickup point', x:4.29, y:5.483]
[no:35, type:'pickup point', x:6.518, y:4.888]
[no:36, type:'pickup point', x:1.572, y:1.377]
[no:37, type:'pickup point', x:3.949, y:6.579]
[no:38, type:'pickup point', x:0.24, y:7.907]
[no:39, type:'pickup point', x:9.817, y:9.679]
[no:40, type:'pickup point', x:5.236, y:1.777]
[no:41, type:'delivery point', x:7.751, y:7.518]
[no:42, type:'delivery point', x:3.984, y:9.253]
[no:43, type:'delivery point', x:3.202, y:9.741]
[no:44, type:'delivery point', x:1.681, y:4.024]
[no:45, type:'delivery point', x:5.007, y:3.792]
[no:46, type:'delivery point', x:9.478, y:8.774]
[no:47, type:'delivery point', x:6.667, y:6.25]
[no:48, type:'delivery point', x:6.964, y:5.442]
[no:49, type:'delivery point', x:8.088, y:2.252]
[no:50, type:'delivery point', x:7.249, y:7.032]
[no:51, type:'delivery point', x:3.066, y:3.086]
[no:52, type:'delivery point', x:7.637, y:2.075]
[no:53, type:'delivery point', x:5.176, y:9.146]
[no:54, type:'delivery point', x:1.382, y:1.361]
[no:55, type:'delivery point', x:4.866, y:7.851]
[no:56, type:'delivery point', x:6.364, y:5.376]
[no:57, type:'delivery point', x:3.54, y:3.907]
[no:58, type:'delivery point', x:4.628, y:0.061]
[no:59, type:'delivery point', x:6.225, y:2.329]
[no:60, type:'delivery point', x:2.7, y:7.962]
[no:61, type:'delivery point', x:2.99, y:3.008]
[no:62, type:'delivery point', x:6.348, y:1.593]
[no:63, type:'delivery point', x:0.724, y:9.296]
[no:64, type:'delivery point', x:5.01, y:5.967]
[no:65, type:'delivery point', x:1.106, y:2.08]
[no:66, type:'delivery point', x:0.53, y:7.595]
[no:67, type:'delivery point', x:7.62, y:5.101]
[no:68, type:'delivery point', x:2.011, y:8.028]
[no:69, type:'delivery point', x:4.354, y:6.934]
[no:70, type:'delivery point', x:3.604, y:0.977]
[no:71, type:'delivery point', x:1.966, y:9.922]
[no:72, type:'delivery point', x:4.914, y:3.447]
[no:73, type:'delivery point', x:1.675, y:6.66]
[no:74, type:'delivery point', x:4.27, y:2.91]
[no:75, type:'delivery point', x:6.453, y:0.124]
[no:76, type:'delivery point', x:3.631, y:4.569]
[no:77, type:'delivery point', x:9.66, y:4.465]
[no:78, type:'delivery point', x:0.084, y:4.978]
[no:79, type:'delivery point', x:5.317, y:9.62]
[no:80, type:'delivery point', x:3.037, y:0.914]
[no:81, type:'delivery point', x:0.909, y:4.42]
[no:82, type:'delivery point', x:8.016, y:5.293]
[no:83, type:'delivery point', x:3.174, y:9.665]
[no:84, type:'delivery point', x:7.757, y:5.097]
[no:85, type:'delivery point', x:9.677, y:4.766]
[no:86, type:'delivery point', x:8.708, y:9.866]
[no:87, type:'delivery point', x:4.127, y:8.974]
[no:88, type:'delivery point', x:6.454, y:3.086]
[no:89, type:'delivery point', x:1.404, y:0.962]
[no:90, type:'delivery point', x:6.66, y:3.004]
[no:91, type:'delivery point', x:8.998, y:8.604]
[no:92, type:'delivery point', x:9.098, y:3.825]
[no:93, type:'delivery point', x:5.238, y:4.122]
[no:94, type:'delivery point', x:1.079, y:3.048]
[no:95, type:'delivery point', x:1.036, y:8.497]
[no:96, type:'delivery point', x:3.189, y:5.773]
[no:97, type:'delivery point', x:1.146, y:3.013]
